"","Fecha","CHORRILLOS","ACOBAMBA","MINA.COLQUI"
"328","1/04/2008",0.019059356,57.48848724,75.32364655
"329","1/05/2008",0.128332958,0.518917382,0.872595668
"330","1/06/2008",1.051263452,0.491111577,0.863161445
"331","1/07/2008",0.086591981,0.017794752,0.019760665
"332","1/08/2008",0.154583663,3.236571312,9.775540352
"333","1/09/2008",0.111482382,2.319555283,7.051132679
"334","1/10/2008",0,35.36881256,73.87462616
"335","1/11/2008",0.049296767,56.59662628,74.17230225
"336","1/12/2008",0.026343632,86.48999786,128.6880035
"337","1/01/2009",1.348714471,250.7484436,291.1712036
"338","1/02/2009",1.05169785,238.3138885,235.4579468
"339","1/03/2009",1.03356564,217.8555298,229.3750916
"340","1/04/2009",0,100.8995132,129.895813
"341","1/05/2009",0.152441189,3.27145195,2.875778198
"342","1/06/2009",0.050575018,0,0.143936008
"343","1/07/2009",0.371782362,0.136981353,0.844299018
"344","1/08/2009",0.220709592,3.444578648,13.52390862
"345","1/09/2009",0.136301816,10.73762894,30.82299423
"346","1/10/2009",0.01579131,106.348877,157.4517365
"347","1/11/2009",0.087515734,195.9937744,290.1850586
"348","1/12/2009",0.157030478,95.37512207,161.3777161
"349","1/01/2010",1.677801609,143.2259827,249.0101776
"350","1/02/2010",0.293987244,100.3976898,133.1934509
"351","1/03/2010",0.127631202,183.368576,262.7129517
"352","1/04/2010",0.050401557,70.53316498,117.5434647
"353","1/05/2010",0.106513567,3.272944927,4.671120644
"354","1/06/2010",0.04159857,0.381999642,1.208048344
"355","1/07/2010",0.09767694,0.067515165,0.256506085
"356","1/08/2010",0.218272641,1.102431178,2.932559967
"357","1/09/2010",0.092236958,12.95782852,30.43538857
"358","1/10/2010",0.25579226,11.70515823,51.64709854
"359","1/11/2010",0.042450938,62.05771255,108.0278625
"360","1/12/2010",0.241163537,123.2001724,193.950531
"361","1/01/2011",1.282997966,218.2779083,302.4506226
"362","1/02/2011",2.028873205,104.1518173,145.9738464
"363","1/03/2011",0.383225888,168.9057159,258.8470764
"364","1/04/2011",0.049974237,158.3681488,202.6835022
"365","1/05/2011",0.129994422,2.409408569,9.206372261
"366","1/06/2011",0.52620995,0,0.039038531
"367","1/07/2011",1.046698451,0.601401687,1.803214192
"368","1/08/2011",0.71532768,1.664014459,9.440003395
"369","1/09/2011",0.252750963,11.9200201,33.34008026
