Fecha,CHORRILLOS,ACOBAMBA,MINA.COLQUI,PUCRO,TINGO,SHEQUE,LA.QUISHA,CARAMPOMA
1/10/1990,0.124295965,134.4670105,184.125061,118.2408447,77.95710754,77.95710754,77.95710754,31.66529465
1/11/1990,0.197862998,175.8853149,223.6084595,173.5723877,105.1951447,105.1951447,105.1951447,52.92507935
1/12/1990,0.072691575,106.1580734,124.4506607,107.4215622,88.59407043,88.59407043,88.59407043,62.77000809
1/01/1991,0.144375741,75.72728729,108.3720169,73.24900055,63.3588562,63.3588562,63.3588562,35.99819565
1/02/1991,0.17495279,93.64266968,102.8048935,87.53515625,97.13722992,97.13722992,97.13722992,57.80813217
1/03/1991,0.619470298,193.8967896,204.2744904,105.5113831,162.5161133,162.5161133,162.5161133,106.0888214
1/04/1991,0,45.20810699,65.05539703,44.428936,37.3073616,37.3073616,37.3073616,19.70039558
1/05/1991,0.705238223,11.8443327,24.56972504,28.13281822,13.39890003,13.39890003,13.39890003,7.028033733
1/06/1991,0.376968712,0.373377085,1.412616849,5.807759762,0.855451047,0.855451047,0.855451047,0.174081981
1/07/1991,0.602411032,0.589473784,1.997473717,6.920344353,1.364082336,1.364082336,1.364082336,0.397273362
1/08/1991,0.392119557,0.135259911,0.438751519,0.206072688,0.172846794,0.172846794,0.172846794,0.038301133
1/09/1991,0.756124079,9.127943039,29.52618408,42.06687164,12.87905216,12.87905216,12.87905216,3.703361034
1/10/1991,0.198445499,75.18788147,121.3741074,90.45262146,64.18195343,64.18195343,64.18195343,26.50868034
1/11/1991,0.260680705,52.07765198,69.26712799,45.81189346,39.28879166,39.28879166,39.28879166,22.79501152
1/12/1991,0.374605447,24.5099659,54.36618423,73.52417755,32.59555435,32.59555435,32.59555435,12.65415001
1/01/1992,0.307828635,46.76953125,82.38235474,58.78772354,45.67831039,45.67831039,45.67831039,23.55099297
1/02/1992,0.167905971,55.20198822,60.83059692,51.79771423,55.22065353,55.22065353,55.22065353,29.48241997
1/03/1992,0.08526732,72.2201767,106.7342834,111.4311066,34.17348862,34.17348862,34.17348862,7.809593678
1/04/1992,0.031953558,23.80120468,53.81833649,37.05282974,16.25013924,16.25013924,16.25013924,1.880358815
1/05/1992,0.18155694,1.432901263,4.018338203,7.598381042,2.033599615,2.033599615,2.033599615,0.464730501
1/06/1992,0.152294055,0.533075392,1.458618045,4.328371048,1.048856139,1.048856139,1.048856139,0.3764759
1/07/1992,1.315589309,0.5229581,2.090054989,8.223144531,1.300266147,1.300266147,1.300266147,0.271486431
1/08/1992,0.347668499,1.476023674,7.786577225,19.51922417,3.978427172,3.978427172,3.978427172,0.489533693
1/09/1992,0.406186163,3.315071344,11.96856022,16.76861572,6.026775837,6.026775837,6.026775837,1.47497046
1/10/1992,0.083329231,45.47146225,71.79373169,68.96470642,46.49533844,46.49533844,46.49533844,22.10405159
1/11/1992,0.001613465,10.70189667,21.82531548,27.17512512,9.629018784,9.629018784,9.629018784,1.610991597
1/12/1992,0.091046035,29.56053162,43.17503738,49.76093292,30.78294563,30.78294563,30.78294563,20.17149544
1/01/1993,0.64935863,166.5102844,238.1986237,168.4976654,142.576767,142.576767,142.576767,77.24996948
1/02/1993,1.721588492,110.3234329,123.6281815,123.5891647,117.5803604,117.5803604,117.5803604,69.96146393
1/03/1993,1.566652536,185.3600311,232.2345581,164.6358032,159.197464,159.197464,159.197464,96.82832336
1/04/1993,0,98.10305786,121.5435181,85.92280579,66.19010925,66.19010925,66.19010925,39.13325119
1/05/1993,0.323712319,13.40336037,19.37941742,15.83571339,5.917657375,5.917657375,5.917657375,1.796212316
1/06/1993,0.066547461,0,0,0.20253256,0,0,0,0.049154807
1/07/1993,2.301313639,0.544899702,1.649634123,5.427364826,0.873606145,0.873606145,0.873606145,0.271968305
1/08/1993,0.164161563,0.941723883,4.353822231,8.707081795,2.111934662,2.111934662,2.111934662,0.247202516
1/09/1993,0.681384444,9.159790039,27.87477112,36.90180588,12.76704407,12.76704407,12.76704407,3.086214304
1/10/1993,0,43.5843811,88.72542572,84.22170258,45.35944366,45.35944366,45.35944366,11.07372952
1/11/1993,0.275168091,107.6592865,166.1621094,139.2341461,78.3983078,78.3983078,78.3983078,34.71033478
1/12/1993,0.074582323,122.7133331,212.9117279,224.7770996,141.0973053,141.0973053,141.0973053,65.67694092
1/01/1994,0.871863127,186.9675446,382.8358765,317.0540771,188.2251282,188.2251282,188.2251282,90.50634766
1/02/1994,0.211557552,207.9450836,138.0073395,56.00780487,162.9980621,162.9980621,162.9980621,125.8150864
1/03/1994,0.849742532,206.6384888,249.184494,172.52771,149.9660187,149.9660187,149.9660187,86.29060364
1/04/1994,0,103.2047501,126.9334488,77.8009491,78.22691345,78.22691345,78.22691345,45.53688431
1/05/1994,0.121729612,28.53749275,49.11211395,54.57151413,15.85250568,15.85250568,15.85250568,6.104475975
1/06/1994,0.031398773,1.135068893,3.937683344,15.10321426,2.158106804,2.158106804,2.158106804,0.439205378
1/07/1994,0.445358872,0.49352181,2.10544157,9.158024788,1.300644279,1.300644279,1.300644279,0.241216138
1/08/1994,0.173492864,1.51319468,8.026339531,19.69279671,4.386720181,4.386720181,4.386720181,0.516036332
1/09/1994,0.196976423,20.27342987,50.67422485,62.16674805,22.57451057,22.57451057,22.57451057,7.351118088
1/10/1994,0,11.68000221,25.63495827,22.70253372,10.16199493,10.16199493,10.16199493,2.071782827
1/11/1994,0,80.81896973,126.5001144,117.4005814,59.26696396,59.26696396,59.26696396,26.18844795
1/12/1994,0.090599686,84.48786163,171.7420502,246.9671936,114.5360413,114.5360413,114.5360413,54.22610092
1/01/1995,0.186248377,120.6977158,227.2005157,192.2008667,129.9063721,129.9063721,129.9063721,59.47301865
1/02/1995,0.084082186,63.02188492,106.2750397,140.1578522,72.77263641,72.77263641,72.77263641,25.68267632
1/03/1995,0.103911988,169.3125,290.550354,243.1697083,150.8654633,150.8654633,150.8654633,58.63937378
1/04/1995,0.180674225,73.79257965,118.1563797,102.3941269,60.58021164,60.58021164,60.58021164,29.29750252
1/05/1995,0.239058837,15.03218937,31.45705414,44.0229454,18.20262718,18.20262718,18.20262718,10.81311893
1/06/1995,0.026113965,0.408138543,1.261015296,4.202568531,0.840346456,0.840346456,0.840346456,0.190934241
1/07/1995,0.392604321,0.819791555,1.570799708,3.5386765,1.128532171,1.128532171,1.128532171,0.673493266
1/08/1995,0.158986464,1.297382951,5.909104824,11.52852249,2.818588257,2.818588257,2.818588257,0.37829116
1/09/1995,0.257817984,12.76973915,41.76412582,42.58726501,26.36088181,26.36088181,26.36088181,5.427638054
1/10/1995,0.039562944,63.97169876,104.0365295,75.38017273,54.84186935,54.84186935,54.84186935,21.36374092
1/11/1995,0,113.9645386,109.740036,76.42185211,67.51120758,67.51120758,67.51120758,51.5827446
1/12/1995,0.084851272,113.0698471,162.4902649,140.7330017,110.1299515,110.1299515,110.1299515,64.1309433
1/01/1996,0.286524534,159.5625458,215.2650146,139.4152679,144.2885284,144.2885284,144.2885284,85.26010895
1/02/1996,0.089429893,192.8073425,202.1878052,149.3932495,180.1639099,180.1639099,180.1639099,97.71617889
1/03/1996,0.057471253,151.1686096,162.3381653,114.2740631,132.194931,132.194931,132.194931,104.7000275
1/04/1996,0,96.52600098,109.1061707,59.90676117,48.14486694,48.14486694,48.14486694,26.42383003
1/05/1996,0.147835523,11.91650295,22.95041847,26.51049423,12.81655788,12.81655788,12.81655788,7.058748722
1/06/1996,0.389664143,0.162053138,0.68420583,3.072728634,0.466789007,0.466789007,0.466789007,0.124907121
1/07/1996,0.066573821,0.157584041,0.232875586,0.486410528,0.201378509,0.201378509,0.201378509,0.164216906
1/08/1996,0.188720539,1.39900887,3.940600634,8.832846642,1.539853692,1.539853692,1.539853692,0.772690654
1/09/1996,0.408161044,6.23972702,16.79071236,30.9227562,6.966488361,6.966488361,6.966488361,3.893790483
1/10/1996,0.051415931,20.68511391,45.90634155,49.47966003,21.66539574,21.66539574,21.66539574,9.399230003
1/11/1996,0,16.31683159,33.78556824,43.58173752,17.32594681,17.32594681,17.32594681,8.503716469
